OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge
864,NonResidential,Warehouse,08458-Lake City,10821 Lake City Way Ne,Seattle,WA,98125.0,8902000245,5,NORTH,47.70799,-122.30185,1.0,4,80360,0,80360,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,80360.0,96.0,9.399999618999999,21.20000076,755287.5,0.0,437019.0,249000.0,False,Compliant,16.27,0.2,29
866,SPS-District K-12,K-12 School,Lafayette Elementary,2645 California Ave. S.W.,Seattle,WA,98116.0,9277200005,1,SOUTHWEST,47.5795,-122.38723,1.0,1,61183,0,61183,K-12 School,K-12 School,62975.0,92.0,44.29999924,71.59999847,2789344.0,0.0,720406.0,1704318.0,True,Error - Correct Default Data,95.54,1.56,66
867,NonResidential,Supermarket / Grocery Store,70500847 -- Harvard Market,1401 Broadway Avenue,Seattle,WA,98122.0,3148650000,3,EAST,47.61318,-122.32122,1.0,3,119190,0,119190,Supermarket/Grocery Store,Supermarket/Grocery Store,46280.0,71.0,225.5,496.29998780000005,10434333.0,0.0,5813407.0,4264124.0,False,Compliant,267.0,2.24,20
868,NonResidential,Other,(ID868) BMW SEATTLE - SHOWROOM & OFFICE,1002 AIRPORT WAY S,Seattle,WA,98134.0,7666202740,2,GREATER DUWAMISH,47.59394,-122.32451999999999,1.0,2,51856,0,51856,"Automobile Dealership, Office",Automobile Dealership,48103.0,,37.29999924,117.1999969,1935438.625,0.0,1938613.0,0.0,False,Compliant,13.51,0.26,8
1280,NonResidential,Mixed Use Property,Filson World Headquarters LP,1741 1st Ave S,Seattle,WA,98134.0,7666207095,2,GREATER DUWAMISH,47.58718,-122.33466999999999,1.0,3,66138,12586,53552,"Manufacturing/Industrial Plant, Office, Parking, Retail Store",Office,26044.0,3.0,139.8000031,439.0,7070998.5,0.0,7070998.0,0.0,False,Compliant,49.29,0.75,95
19445,NonResidential,Low-Rise Multifamily,Pacific Pointe,2108 N Pacific St.,Seattle,WA,98103.0,0354000254,4,LAKE UNION,47.648590000000006,-122.33311,1.0,3,93079,36093,56986,Multifamily Housing,Multifamily Housing,91064.0,32.0,23.0,65.09999847,2090011.625,0.0,1744199.0,252982.0,False,Compliant,25.6,0.28,16
19461,NonResidential,Worship Facility,University Unitarian Church,6556 35th AVE NE,Seattle,WA,98115.0,0431000005,4,NORTHEAST,47.67738,-122.28996000000001,1.0,2,22220,0,22220,Worship Facility,Worship Facility,22220.0,90.0,40.09999847,61.70000076,891251.5,0.0,208060.0,570296.0,False,Compliant,31.74,1.43,59
19462,SPS-District K-12,K-12 School,Wedgwood Elementary,2720 N.E. 85th St.,Seattle,WA,98115.0,0439000615,5,NORTHEAST,47.690540000000006,-122.29705,1.0,1,46732,0,46732,K-12 School,K-12 School,50956.0,87.0,51.79999924,87.30000305,2637723.5,0.0,753694.0,1578259.0,True,Error - Correct Default Data,89.08,1.91,61
19472,NonResidential,Mixed Use Property,Puget Sound Energy Georgetown Operations Center,6500 Ursula Place South,Seattle,WA,98108.0,0001800033,2,GREATER DUWAMISH,47.54437,-122.30863000000001,1.0,1,44700,0,44700,"Non-Refrigerated Warehouse, Office, Other",Office,23751.0,,45.40000153,122.90000149999999,2173092.25,0.0,1689972.0,352799.0,False,Compliant,30.52,0.68,54
19477,NonResidential,Warehouse,SeaTac Marine Services,6701 Fox Ave S,Seattle,WA,98108.0,0001800128,2,GREATER DUWAMISH,47.54137,-122.33051,1.0,1,44100,0,44100,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,40000.0,1.0,42.29999924,132.8000031,1692054.125,0.0,1618916.0,0.0,False,Compliant,11.29,0.26,40
19481,NonResidential,Distribution Center,Shultz Distribution,6801 EAST MARGINAL WAY S,Seattle,WA,98108.0,0001800159,2,GREATER DUWAMISH,47.541129999999995,-122.32633,1.0,1,27800,0,27800,Distribution Center,Distribution Center,27800.0,13.0,48.09999847,120.0,1337789.75,0.0,880605.0,343581.0,False,Compliant,24.39,0.88,51
19489,NonResidential,Warehouse,Seadrunar Recycling,28 S Brandon St,Seattle,WA,98134.0,0005000001,2,GREATER DUWAMISH,47.554359999999996,-122.33631000000001,1.0,1,46340,0,46340,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,46340.0,3.0,55.29999924,173.6999969,2564004.0,0.0,2564004.0,0.0,False,Compliant,17.87,0.39,15
19491,Campus,Other,Pacific Multiforms Inc- Campus,6606 Urusla Pl. South,Seattle,WA,98155.0,0005200056,2,GREATER DUWAMISH,47.541340000000005,-122.30528999999999,3.0,1,22800,0,22800,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,22800.0,,116.6999969,155.3000031,2660376.75,0.0,358020.0,1864077.0,False,Compliant,101.5,4.45,22
19501,NonResidential,Small- and Mid-Sized Office,RLIBuilding,105 14TH AVENUE,Seattle,WA,98122.0,0007600192,3,CENTRAL,47.60191,-122.31438,1.0,3,38460,0,38460,Office,Office,38460.0,69.0,53.70000076,136.0,2064345.875,0.0,1464669.0,486044.0,False,Compliant,36.02,0.94,106
19520,NonResidential,Worship Facility,Woodland Park Methodist Church,302 N. 78TH ST,Seattle,WA,98103.0,0091000085,6,NORTHWEST,47.685759999999995,-122.35481000000001,1.0,2,21022,0,21022,Worship Facility,Worship Facility,21022.0,54.0,51.29999924,67.59999847,1078904.0,0.0,137902.0,807343.0,False,Compliant,43.84,2.09,94
19537,SPS-District K-12,K-12 School,Alki Elementary,3010 59th Ave S.W.,Seattle,WA,98116.0,0148000064,1,SOUTHWEST,47.5773,-122.4074,1.0,2,51489,0,51489,K-12 School,K-12 School,51489.0,93.0,43.59999847,77.5,2244011.75,0.0,750281.0,1233786.0,True,Error - Correct Default Data,70.76,1.37,62
19559,NonResidential,Distribution Center,Noble Building,9860 40th Ave S,Seattle,WA,98118.0,0323049025,2,GREATER DUWAMISH,47.51127,-122.281,1.0,1,48001,0,48001,Distribution Center,Distribution Center,48001.0,49.0,52.0,80.40000153,2495909.5,0.0,593580.0,1550071.0,False,Compliant,86.46,1.8,49
19565,NonResidential,Warehouse,(ID19565) Nelson Trucking,9747 M L KING JR WAY S,Seattle,WA,98118.0,0323049146,2,GREATER DUWAMISH,47.51399,-122.27946000000001,1.0,1,26380,0,26380,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,23620.0,,20.0,62.70000076,526955.3125,0.0,508416.0,708.0,False,Compliant,3.58,0.14,37
19570,NonResidential,Warehouse,pape' Material Handling Seattle,9892 40th Ave S,Seattle,WA,98118.0,0323049202,2,GREATER DUWAMISH,47.51018,-122.28192,1.0,1,37351,0,37351,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29551.0,10.0,72.40000153,144.1999969,2832228.5,0.0,1276462.0,1283000.0,False,Compliant,77.04,2.06,47
19572,NonResidential,Warehouse,WALL & CEILING SUPPLY CO INC,9830 - 40TH AVE S,Seattle,WA,98118.0,0323049219,2,GREATER DUWAMISH,47.51127,-122.281,1.0,1,30375,0,30375,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30375.0,73.0,11.39999962,35.79999924,345866.6875,0.0,345867.0,0.0,False,Compliant,2.41,0.08,35
19576,NonResidential,Warehouse,Engineered Products,9883 40th Avenue S,Seattle,WA,98118.0,0323049241,2,GREATER DUWAMISH,47.51104,-122.28245,1.0,1,30004,0,30004,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24280.0,,12.60000038,39.70000076,369291.5,0.0,369291.0,0.0,False,Compliant,2.57,0.09,37
19596,NonResidential,Worship Facility,BALLARD CHURCH (ID19596),1460 NW 73RD ST,Seattle,WA,98117.0,0461002400,6,BALLARD,47.68164,-122.3753,1.0,2,33589,0,33589,Worship Facility,Worship Facility,33589.0,90.0,18.10000038,25.89999962,606874.5,0.0,111626.0,398210.0,False,Compliant,21.93,0.65,102
19613,NonResidential,Small- and Mid-Sized Office,SBC19613,5303 Shilshole Ave NW,Seattle,WA,98107.0,0467000420,6,BALLARD,47.66587,-122.38476000000001,1.0,3,43500,0,43500,Office,Office,43495.0,46.0,74.0,232.3000031,3220635.25,0.0,3216396.0,4239.0,False,Compliant,22.65,0.52,37
19621,NonResidential,Small- and Mid-Sized Office,(ID19621) BALLARD ELKS,6411 SEAVIEW AVE NW,Seattle,WA,98107.0,0467000911,6,BALLARD,47.67528,-122.40836000000002,1.0,2,28492,0,28492,Office,Office,28492.0,12.0,70.19999695,173.8000031,2000228.875,0.0,1363957.0,532342.0,False,Compliant,37.78,1.33,38
19623,NonResidential,Small- and Mid-Sized Office,Shilshole Landing,6315 Seaview Ave NW,Seattle,WA,98107.0,0467000920,6,BALLARD,47.6744,-122.40735,1.0,3,22325,0,22325,"Medical Office, Office, Other, Other - Services, Parking, Retail Store",Office,18000.0,,62.79999924,197.1000061,1401315.875,0.0,1401316.0,0.0,False,Compliant,9.77,0.44,53
19624,NonResidential,Restaurant,Anthony's Homeport,6135 Seaview Ave NW,Seattle,WA,98107.0,0467000925,6,BALLARD,47.67398,-122.40765,1.0,3,22719,0,22719,"Parking, Restaurant",Restaurant,22719.0,,59.79999924,187.8000031,1358519.0,0.0,1358519.0,0.0,False,Compliant,9.47,0.42,39
19654,NonResidential,Laboratory,1100 Olive Lab,1100 Olive Way,Seattle,WA,98101.0,0660002030,7,DOWNTOWN,47.615970000000004,-122.33086000000002,1.0,2,44588,22000,22588,Laboratory,Laboratory,69000.0,,105.09999850000001,330.0,7251589.0,0.0,7251588.0,0.0,False,Compliant,50.55,1.13,70
19694,SPS-District K-12,K-12 School,Mann Building (Nova High),2410 E. Cherry,Seattle,WA,98122.0,0519000290,3,CENTRAL,47.60842,-122.30093000000001,1.0,2,37327,0,37327,K-12 School,K-12 School,48887.0,92.0,44.59999847,77.80000305,2179860.5,0.0,724560.0,1242916.0,True,Error - Correct Default Data,71.06,1.9,91
19696,NonResidential,Retail Store,Lane St. Goodwill,1400 South Lane St,Seattle,WA,98144.0,0524049003,3,DOWNTOWN,47.596920000000004,-122.31543,1.0,2,147545,0,147545,Retail Store,Retail Store,147545.0,69.0,49.70000076,110.8000031,7339108.0,0.0,4133510.0,2653559.0,False,Compliant,169.75,1.15,99
19697,Nonresidential COS,Other,North Substation,814 NE 75th ST,Seattle,WA,98115.0,0525049003,4,NORTH,47.68339,-122.31947,1.0,2,21462,0,21462,"Office, Other",Other,25778.0,,46.5,146.0,1207838.75,0.0,1114384.0,0.0,False,Compliant,7.77,0.36,93
19728,SPS-District K-12,K-12 School,Daniel Bagley Elementary,7821 Stone Ave. N.,Seattle,WA,98103.0,0625049048,6,NORTHWEST,47.68636,-122.3423,1.0,2,47602,0,47602,K-12 School,K-12 School,46066.0,78.0,56.20000076,96.30000305,2589620.0,0.0,777836.0,1471756.0,True,Error - Correct Default Data,83.59,1.76,86
19730,NonResidential,Other,Brick Building,6615 Dayton Ave North,Seattle,WA,98013.0,0625049063,6,NORTHWEST,47.67713,-122.35398,1.0,2,28072,0,28072,Social/Meeting Hall,Social/Meeting Hall,23835.0,,66.59999847,87.30000305,1587238.0,0.0,192436.0,1170087.0,False,Compliant,63.48,2.26,99
19742,NonResidential,Restaurant,El Gaucho Restaurant,2505 1st Ave,Seattle,WA,98121.0,0653000160,7,DOWNTOWN,47.61468,-122.34925,1.0,2,31020,0,31020,Restaurant,Restaurant,31020.0,,168.6999969,259.3999939,5231756.5,0.0,1221601.0,3748445.0,False,Compliant,207.6,6.69,61
19743,NonResidential,Small- and Mid-Sized Office,THE MILLIONAIR CLUB,2507 WESTERN AVE,Seattle,WA,98121.0,0653000205,7,DOWNTOWN,47.614020000000004,-122.35016,1.0,2,21600,0,21600,"Office, Other - Lodging/Residential",Office,14400.0,,75.80000305,199.6999969,1636649.125,0.0,1241985.0,394664.0,False,Compliant,29.62,1.37,99
19747,NonResidential,Small- and Mid-Sized Office,First and Cedar Building,2701 1st Ave,Seattle,WA,98121.0,0653000385,7,DOWNTOWN,47.6158,-122.35126000000001,1.0,5,61825,13320,48505,"Bank Branch, Office",Office,37993.0,59.0,112.5,212.89999390000003,4673727.5,0.0,1915699.0,2407174.0,False,Compliant,141.2,2.28,42
19750,NonResidential,Small- and Mid-Sized Office,Seattle Labor Temple Association,2800 1st Avenue  Room 140,Seattle,WA,98121.0,0654000005,7,DOWNTOWN,47.61683,-122.35176000000001,1.0,3,64630,0,64630,Office,Office,64630.0,96.0,21.79999924,68.40000153,1408291.375,0.0,1408291.0,0.0,False,Compliant,9.82,0.15,74
19752,NonResidential,Worship Facility,Belltown,2700 1st Ave,Seattle,WA,98121.0,0654000045,7,DOWNTOWN,47.61636,-122.35094,1.0,2,20920,0,20920,Worship Facility,Worship Facility,20920.0,15.0,57.79999924,89.09999847,1208581.375,0.0,285047.0,757062.0,False,Compliant,42.19,2.02,68
19766,NonResidential,Worship Facility,(ID19766) ALKI CONGREGATIONAL CHURCH,3400 62ND AVE SW,Seattle,WA,98116.0,0148000620,1,SOUTHWEST,47.573840000000004,-122.41181999999999,1.0,2,22128,0,22128,Worship Facility,Worship Facility,22128.0,94.0,32.90000153,49.79999924,727772.8125,0.0,153306.0,455054.0,False,Compliant,25.24,1.14,90
19774,NonResidential,Retail Store,Office Depot,13501 Aurora Ave. N.,Seattle,WA,98133.0,0164000005,5,NORTHWEST,47.72736,-122.34579,1.0,1,48139,0,48139,Retail Store,Retail Store,40000.0,98.0,24.0,51.09999847,959683.125,0.0,468402.0,390834.0,False,Compliant,24.02,0.5,48
19776,NonResidential,Other,Welcome Home Society - PriceCo,13537 Aurora Ave N,Seattle,WA,98133.0,0164000020,5,NORTHWEST,47.72777,-122.34503000000001,1.0,1,29924,0,29924,Other - Education,Other - Education,29924.0,,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,0.0,0.0,14
19787,NonResidential,Worship Facility,First Lutheran Church of West Seattle,4105 California Ave SW,Seattle,WA,98116.0,0194001030,1,SOUTHWEST,47.56633,-122.38725,1.0,2,21364,0,21364,"K-12 School, Worship Facility",Worship Facility,15364.0,86.0,52.0,71.40000153,1110209.25,0.0,162220.0,803431.0,False,Compliant,43.8,2.05,67
19833,NonResidential,University,Centennial Building,2000 Terry Avenue,Seattle,WA,98121.0,0660001445,7,DOWNTOWN,47.61741,-122.33491000000001,1.0,2,28923,0,28923,College/University,College/University,28800.0,,17.70000076,31.79999924,508430.5938,0.0,174768.0,264544.0,False,Compliant,15.27,0.53,24
19836,NonResidential,University,Notion,1001 Lenora St.,Seattle,WA,98121.0,0660001470,7,DOWNTOWN,47.61789,-122.33573,1.0,3,21600,0,21600,College/University,College/University,21600.0,,16.60000038,41.79999924,359207.1875,0.0,235546.0,88193.0,False,Compliant,6.33,0.29,88
19845,NonResidential,Retail Store,000956-Seattle,4900 25th Ave Ne,Seattle,WA,98105.0,0925049406,4,NORTHEAST,47.6646,-122.29932,1.0,1,25735,0,25735,Retail Store,Retail Store,25691.0,82.0,48.5,128.5,1245673.0,0.0,953695.0,215700.0,False,Compliant,18.1,0.7,20
19847,NonResidential,Retail Store,EAST BLDG N,2660 NE University Village Street,Seattle,WA,98105.0,0925049426,4,NORTHEAST,47.662459999999996,-122.29898,1.0,2,25862,0,25862,"Other, Retail Store",Retail Store,25562.0,20.0,184.3000031,367.2000122,4765879.0,0.0,2185523.0,2615949.0,False,Compliant,154.17,5.96,60
19848,NonResidential,Retail Store,EAST BLDG S,2690 NE University Village Street,Seattle,WA,98105.0,0925049426,4,NORTHEAST,47.662459999999996,-122.29898,1.0,2,49965,0,49965,"Other, Retail Store",Retail Store,47465.0,82.0,68.5,207.8000031,3424428.0,0.0,3247196.0,130013.0,False,Compliant,29.54,0.59,13
19853,NonResidential,Small- and Mid-Sized Office,Hartford Building,600 2nd Ave,Seattle,WA,98104.0,0939000115,7,DOWNTOWN,47.6026,-122.33232,1.0,2,20028,0,20028,Office,Office,20028.0,95.0,27.5,67.90000153,550668.125,151742.5,360055.0,0.0,False,Compliant,14.22,0.71,87
19855,NonResidential,Small- and Mid-Sized Office,Lowman & Hanford Building,616 First Avenue,Seattle,WA,98104.0,0939000125,7,DOWNTOWN,47.602470000000004,-122.33372,1.0,7,23622,0,23622,"Office, Restaurant",Office,26195.0,100.0,20.20000076,52.0,575362.5,0.0,419848.0,132159.0,False,Compliant,9.95,0.42,116
19856,NonResidential,Small- and Mid-Sized Office,Howard Building,614 First Avenue,Seattle,WA,98104.0,0939000140,7,DOWNTOWN,47.60237,-122.33365,1.0,3,23563,0,23563,"Office, Restaurant",Office,20183.0,67.0,37.5,117.6999969,883197.6875,0.0,883198.0,0.0,False,Compliant,6.16,0.26,114
19857,NonResidential,Mixed Use Property,Good Arts Building,110 Cherry Street,Seattle,WA,98104.0,0939000235,7,DOWNTOWN,47.60284,-122.33407,1.0,3,28600,0,28600,"Office, Restaurant, Retail Store",Office,12000.0,,44.90000153,103.1999969,1167559.75,0.0,697769.0,364954.0,False,Compliant,24.25,0.85,113
19858,NonResidential,Mixed Use Property,Marion 823,823 3rd Avenue,Seattle,WA,98104.0,0939000300,7,DOWNTOWN,47.60427,-122.33385,1.0,2,38539,12379,26160,"Office, Parking, Retail Store",Retail Store,15549.0,55.0,86.0,270.0,2249630.25,0.0,2186018.0,0.0,False,Compliant,15.24,0.4,38
19860,NonResidential,Small- and Mid-Sized Office,Marion 814,814 2nd Avenue,Seattle,WA,98104.0,0939000300,7,DOWNTOWN,47.60427,-122.33385,1.0,5,26840,0,26840,Office,Office,29040.0,24.0,68.80000305,216.0,1997288.75,0.0,1989287.0,0.0,False,Compliant,13.87,0.52,110
19861,NonResidential,Retail Store,Marion 804,804 2nd Avenue,Seattle,WA,98104.0,0939000300,7,DOWNTOWN,47.60427,-122.33385,1.0,2,46800,0,46800,"Office, Retail Store",Retail Store,36019.0,86.0,26.60000038,83.5,1245187.5,0.0,1245187.0,0.0,False,Compliant,8.68,0.19,110
19862,NonResidential,Small- and Mid-Sized Office,Marion 801,801 Third Ave.,Seattle,WA,98104.0,0939000310,7,DOWNTOWN,47.60431,-122.33335,1.0,3,63990,26640,37350,"Office, Parking",Office,39000.0,51.0,53.0,166.1999969,2067352.5,0.0,2062620.0,4732.0,False,Compliant,14.63,0.23,37
19864,NonResidential,Small- and Mid-Sized Office,S2315 - Belltown Worklofts,2315 Western Avenue,Seattle,WA,98121.0,0654000330,7,DOWNTOWN,47.61285,-122.34817,1.0,3,28800,0,28800,"Non-Refrigerated Warehouse, Office, Other",Office,21600.0,50.0,40.70000076,97.90000153,1423579.25,0.0,923904.0,421122.0,False,Compliant,28.81,1.0,108
19871,NonResidential,Small- and Mid-Sized Office,2717 3rd Avenue Building,2717 3rd Ave,Seattle,WA,98121.0,0656000045,7,DOWNTOWN,47.6172,-122.34978999999998,1.0,3,33552,4968,28584,"Office, Parking",Office,26556.0,75.0,68.40000153,122.5,1817034.125,0.0,643674.0,1053305.0,False,Compliant,60.43,1.8,62
19873,NonResidential,Retail Store,Store #5218_2603 Third Avenue,2603 Third Avenue,Seattle,WA,98121.0,0656000130,7,DOWNTOWN,47.61652,-122.34853999999999,1.0,2,26270,0,26270,Retail Store,Retail Store,26270.0,32.0,63.5,151.3000031,1667641.25,0.0,1064100.0,496361.0,False,Compliant,33.78,1.29,85
19874,NonResidential,Small- and Mid-Sized Office,Trianon Building,2505 3RD AVE,Seattle,WA,98121.0,0656000160,7,DOWNTOWN,47.61595,-122.34756000000002,1.0,3,57620,7820,49800,"Office, Parking",Office,49800.0,50.0,47.90000153,150.3999939,2385395.0,0.0,2385395.0,0.0,False,Compliant,16.63,0.29,90
19876,NonResidential,Mixed Use Property,U.S. BANK,2401 3RD AVE,Seattle,WA,98121.0,0656000215,7,DOWNTOWN,47.615429999999996,-122.34651000000001,1.0,2,28696,6080,22616,"Bank Branch, Other, Parking",Other,12960.0,,21.79999924,68.30000305,450780.1875,0.0,418348.0,0.0,False,Compliant,2.92,0.1,62
19878,NonResidential,Hotel,BELLTOWN INN (ID#19878),2301 3rd ave,Seattle,WA,98121.0,0656000290,7,DOWNTOWN,47.614709999999995,-122.34525,1.0,5,57800,0,57800,Hotel,Hotel,57800.0,87.0,42.70000076,94.5,2466522.25,0.0,1375435.0,1067630.0,False,Compliant,66.29,1.15,26
19894,NonResidential,Other,WA3-124 (Fifth and Olive Retail),500 Olive Way,Seattle,WA,98101.0,0659000380,7,DOWNTOWN,47.61319,-122.33695,1.0,2,31890,0,31890,Financial Office,Financial Office,31160.0,2.0,57.40000153,180.3000031,1788951.625,0.0,1858224.0,0.0,False,Compliant,12.95,0.41,61
19895,NonResidential,Small- and Mid-Sized Office,CENTENNIAL BUILDING,414 Stewart Street,Seattle,WA,98101.0,0659000400,7,DOWNTOWN,47.61267,-122.33851999999999,1.0,2,44098,13660,30438,"Office, Parking",Office,25920.0,53.0,58.79999924,143.8000031,1523175.125,450522.3125,991378.0,0.0,False,Compliant,41.69,0.95,91
19896,NonResidential,Restaurant,G4 Capital Sea Holdings LLC,1933 5th Avenue,Seattle,WA,98101.0,0659000430,7,DOWNTOWN,47.61332,-122.33904,1.0,3,22381,0,22381,Restaurant,Restaurant,22381.0,,162.0,292.10000610000003,3625967.75,0.0,1319044.0,2213922.0,False,Compliant,126.78,5.66,93
19902,NonResidential,Retail Store,Semkkann LLC,3035 1st Ave,Seattle,WA,98121.0,0695000125,7,DOWNTOWN,47.618120000000005,-122.35508999999999,1.0,1,24825,1263,23562,"Non-Refrigerated Warehouse, Retail Store",Retail Store,13940.0,,19.89999962,43.59999847,485607.1875,0.0,264519.0,175002.0,False,Compliant,11.14,0.45,91
19910,NonResidential,Medical Office,King Co Public Health,2124 4th Ave,Seattle,WA,98121.0,0696000025,7,DOWNTOWN,47.6146,-122.34217,1.0,4,26670,0,26670,Medical Office,Medical Office,26670.0,51.0,61.5,193.1999969,1640803.5,0.0,1553175.0,33.0,False,Compliant,10.83,0.41,64
19917,Nonresidential COS,Other,Fire Station 02,2334 4th Ave,Seattle,WA,98121.0,0696000160,7,DOWNTOWN,47.61607,-122.34449,1.0,2,37740,0,37740,Fire Station,Fire Station,38939.0,,86.19999695,181.6999969,3356598.0,0.0,1699362.0,1396520.0,False,Compliant,86.02,2.28,94
19926,NonResidential,Small- and Mid-Sized Office,7th & Bell Building,2300 7th Avenue,Seattle,WA,98121.0,0697000400,7,DOWNTOWN,47.61768,-122.34138999999999,1.0,1,23752,0,23752,"Office, Parking, Retail Store",Office,14317.0,,50.5,102.4000015,1199844.875,0.0,571058.0,496096.0,False,Compliant,30.33,1.28,51
19927,NonResidential,Hotel,The Loyal Inn,2301 Eighth Avenue,Seattle,WA,98121.0,0697000435,7,DOWNTOWN,47.61822,-122.34132,1.0,4,44416,0,44416,Hotel,Hotel,52668.0,61.0,52.0,114.8000031,2736926.5,0.0,1495543.0,1174021.0,False,Compliant,72.78,1.64,49
19928,NonResidential,Mixed Use Property,Olympic Sculpture Park,2901Western Avenue,Seattle,WA,98121.0,0698000095,7,DOWNTOWN,47.61634,-122.35385,1.0,2,33792,22867,10925,"Other - Entertainment/Public Assembly, Parking, Social/Meeting Hall, Swimming Pool",Social/Meeting Hall,8969.0,,248.10000609999997,709.2999877999999,2622096.5,0.0,2269684.0,278164.0,False,Compliant,30.6,0.91,10
19967,SPS-District K-12,K-12 School,Queen Anne Gym,1431 2nd Ave N,Seattle,WA,98109.0,0811000005,7,MAGNOLIA / QUEEN ANNE,47.63203,-122.35337,1.0,1,35805,0,35805,K-12 School,K-12 School,35805.0,100.0,12.10000038,27.0,431471.6875,0.0,246628.0,184844.0,True,Error - Correct Default Data,11.54,0.32,15
20000,NonResidential,Worship Facility,EMMANUEL BIBLE CHURCH,503 N 50TH ST,Seattle,WA,98103.0,0850000300,6,Northwest,47.66476,-122.35248,1.0,2,45991,0,45991,Worship Facility,Worship Facility,45991.0,77.0,28.20000076,54.90000153,1297917.25,0.0,529029.0,616507.0,False,Compliant,36.43,0.79,88
20029,NonResidential,Residence Hall,Washington Phikeia Foundation,2111 NE 47th St,Seattle,WA,98105.0,0925049089,4,NORTHEAST,47.66282,-122.305,1.0,3,21499,0,21499,Residence Hall/Dormitory,Residence Hall/Dormitory,21499.0,85.0,28.10000038,88.40000153,605130.6875,0.0,605130.0,0.0,False,Compliant,4.22,0.2,95
20033,NonResidential,Small- and Mid-Sized Office,Lisa Li Building,4907 25th Ave NE,Seattle,WA,98105.0,0925049118,4,NORTHEAST,47.664609999999996,-122.30142,1.0,2,20384,0,20384,Office,Office,25021.0,16.0,71.19999695,220.5,1781798.375,0.0,1760118.0,30954.0,False,Compliant,13.91,0.68,27
20047,NonResidential,Retail Store,BLDG A,2627 NE University Village St.,Seattle,WA,98105.0,0925049346,4,NORTHEAST,47.662459999999996,-122.29898,1.0,2,39265,0,39265,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Retail Store,31905.0,,135.6000061,411.39999389999997,5322918.5,0.0,5009101.0,229701.0,False,Compliant,47.12,1.2,60
20048,NonResidential,Retail Store,NW BLDG,2625 NE 49th Street,Seattle,WA,98105.0,0925049346,4,NORTHEAST,47.662459999999996,-122.29898,1.0,2,54284,0,54284,"Other, Retail Store",Retail Store,52784.0,18.0,126.0,377.7999878,6890861.0,0.0,6424200.0,354493.0,False,Compliant,63.61,1.17,60
20050,NonResidential,Retail Store,BLDG C,2620 NE 46th Street,Seattle,WA,98105.0,0925049346,4,NORTHEAST,47.662459999999996,-122.29898,1.0,1,23409,0,23409,"Other, Retail Store",Retail Store,21909.0,67.0,112.0,327.5,2621259.25,0.0,2314166.0,231239.0,False,Compliant,28.41,1.21,60
20052,NonResidential,Retail Store,WEST BLDG,4629 26th Avenue NE,Seattle,WA,98105.0,0925049346,4,NORTHEAST,47.662459999999996,-122.29898,1.0,1,63153,0,63153,"Non-Refrigerated Warehouse, Other, Retail Store",Retail Store,59396.0,,74.0,217.5,4670313.0,0.0,4312919.0,331258.0,False,Compliant,47.66,0.75,19
20066,NonResidential,Hotel,University Travelodge,4725 25th AVE NE,Seattle,WA,98105.0,0925049404,4,NORTHEAST,47.66355,-122.30123,2.0,2,24100,0,24100,Hotel,Hotel,30910.0,91.0,53.09999847,114.59999850000001,1640279.375,0.0,817987.0,769468.0,False,Compliant,46.57,1.93,55
20067,NonResidential,Restaurant,FareStart,700 Virginia St,Seattle,WA,98101.0,0659000710,7,DOWNTOWN,47.61521,-122.33747,1.0,3,33600,0,33600,"Office, Restaurant",Restaurant,19200.0,,140.3000031,335.89999389999997,4712960.5,0.0,2941315.0,1534335.0,False,Compliant,101.99,3.04,93
20073,NonResidential,Other,Griffin Building,2005 5th Ave,Seattle,WA,98121.0,0659001020,7,DOWNTOWN,47.613620000000004,-122.33958999999999,1.0,4,32356,0,32356,"Bank Branch, Financial Office",Financial Office,25876.0,81.0,62.20000076,131.8000031,2013033.75,882630.6875,974524.0,0.0,False,Compliant,74.92,2.32,89
20082,NonResidential,Hotel,La Quinta Inn & Suites,2224 8th Ave,Seattle,WA,98121.0,0660000435,7,DOWNTOWN,47.617979999999996,-122.33973999999999,1.0,7,61180,12960,48220,Hotel,Hotel,61180.0,24.0,66.69999695,136.3999939,4077797.0,0.0,1859869.0,2134044.0,False,Compliant,126.3,2.06,56
